SiteId,SiteLocation,TravelDirection,Year,Month,AvgSunday,AvgMonday,AvgTuesday,AvgWednesday,AvgThursday,AvgFriday,AvgSaturday,AvgDay,SingleUnitTruckPct,DoubleUnitTruckPct,TripleUnitTruckPct,VehicleClassificationType
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2007,1,8688,9184,7973,7445,8202,12467,8799,8965,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2007,1,10283,9955,7679,7087,7562,10052,7841,8637,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2007,2,10527,10640,7912,8657,9469,15073,10517,10399,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2007,2,12541,10273,7779,8129,9461,13041,9191,10059,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2007,3,13089,10713,9322,9926,10727,16855,12229,11837,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2007,3,15967,10063,9068,9588,10596,14190,11344,11545,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2007,4,15169,11936,10467,11197,13123,21958,14944,14113,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2007,4,21631,12081,10005,10640,12114,15956,13269,13671,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2007,5,15022,12748,11063,11528,14387,27448,18652,15835,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2007,5,24473,18634,11665,10555,12384,16920,14694,15618,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2007,6,16494,13584,12476,13386,15755,25627,19009,16619,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2007,6,26011,13994,12086,12570,14049,17231,15779,15960,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2007,7,19360,15575,15031,14909,18455,26946,20127,18629,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2007,7,29788,16350,13779,13313,15865,19339,17921,18051,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2007,8,20474,15727,14379,15905,19276,31516,22203,19926,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2007,8,31818,16632,13664,14124,15674,19186,19409,18644,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2007,9,18078,14409,12826,12546,14186,23145,19808,16428,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2007,9,24616,18858,13091,11992,13202,18347,16573,16668,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2007,10,15651,12367,10637,11011,13570,23694,15289,14603,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2007,10,23061,12552,10584,10575,12368,16530,14216,14269,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2007,11,14584,11176,10182,13392,11352,16682,13160,12933,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2007,11,18632,11420,9829,11728,10439,14115,14027,12884,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2007,12,8625,8687,8659,10564,10698,14306,9741,10183,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2007,12,9933,8651,8674,10761,10541,11746,9108,9916,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2008,1,8620,8361,6237,6969,6555,12895,8190,8261,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2008,2,7939,9377,7560,7657,8552,9691,6443,8174,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2008,2,9383,9347,7193,7461,8347,8188,5664,7940,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2008,3,16075,10163,8773,9115,10658,14061,10502,11335,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2008,4,19132,10825,9322,10205,11354,14679,10933,12350,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2008,5,22887,18171,12303,10397,11929,15856,13510,15008,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2008,6,25123,13570,10949,11135,13184,16109,14442,14930,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2008,7,28854,16024,12716,13044,14897,16064,15789,16770,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2008,8,29486,15785,12816,13333,14786,18598,18421,17604,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2008,9,23588,16646,11667,11009,12192,16015,14304,15060,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2008,10,21533,11753,10020,9972,11333,15037,13362,13287,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2008,11,14111,10030,9733,13394,10931,16517,11856,12367,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2008,11,18243,9830,10107,11336,10011,13006,12866,12200,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2008,12,6969,8700,9632,7710,7150,11379,8002,8506,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2008,12,9058,8261,8693,6896,7018,10108,8202,8319,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2009,3,12171,9659,8477,8787,10333,16249,10218,10842,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2009,3,14145,9156,8022,8554,10119,14623,10280,10700,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2009,4,15021,11136,9575,10014,12038,20649,13681,13159,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2009,4,19794,10925,9239,9690,11254,15173,12683,12680,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2009,5,24034,18759,12322,10522,12524,16557,14529,15607,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2009,6,28141,14164,11866,12142,14019,17693,16338,16338,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2009,7,31768,17691,13404,13821,16065,19279,16564,18370,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2009,8,20570,15948,14168,14969,17555,26988,20765,18709,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2009,8,29847,16560,13429,14291,15886,19213,18425,18236,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2009,9,17676,13748,11948,11939,15255,25451,18027,16292,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2009,9,23166,17672,12083,11356,13521,17265,15936,15857,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2009,10,15632,11607,9849,10512,12697,21745,14500,13792,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2009,10,21242,12023,9795,10121,11659,15799,13836,13496,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2009,11,13296,9771,9547,13167,10557,14733,11064,11734,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2009,11,15998,9672,9844,11883,9977,12921,11991,11755,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2010,1,10526,9108,7622,7720,8695,12104,9555,9333,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2010,1,12767,9183,7198,7358,8423,10274,9510,9245,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2010,2,12327,11040,8464,8436,9904,15347,11578,11014,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2010,2,13492,10817,8307,8419,9971,13963,10692,10809,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2010,3,14784,11161,9625,10185,11384,17294,12915,12478,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2010,3,17382,10561,9297,9927,11090,15496,13014,12395,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2010,4,15168,11386,9719,10218,12158,19334,13041,13003,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2010,4,20213,11109,9260,9799,11555,14793,12421,12736,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2010,5,15384,12600,10216,11041,14895,25816,17094,15292,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2010,5,22513,16886,10057,10894,12864,16834,14049,14871,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2010,6,17184,14207,12526,13173,15682,26120,18823,16816,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2010,6,27666,14690,13921,12603,14012,17863,16480,16748,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2010,7,17832,16455,13783,14573,18302,27701,21145,18542,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2010,7,26948,20371,14704,14166,15605,19324,17884,18429,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2010,8,20846,15777,13658,15528,18488,27808,21461,19081,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2010,8,30901,17005,13663,14534,16241,19643,19339,18761,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2010,9,17323,14151,12183,12386,14997,26285,19540,16695,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2010,9,25286,18114,12571,11721,13327,17483,16335,16405,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2010,10,15162,11902,10588,11336,13306,22765,15332,14342,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2010,10,22332,12362,10448,10700,12220,16527,14095,14098,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2010,11,13852,9622,8267,12222,10427,13962,10762,11302,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2010,11,15820,9243,8225,11315,10135,12744,11893,11339,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2010,12,10875,10335,9046,8862,11120,12598,8386,10175,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2010,12,13169,9890,9036,8619,10383,10932,8075,10015,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2011,1,10206,9323,7725,6937,8519,12965,9021,9242,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2011,1,12261,9208,7516,6628,8204,10985,8667,9067,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2011,2,10512,11513,7537,7583,8822,14615,10561,10163,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2011,2,11918,11103,7325,7603,9115,13183,9758,10001,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2011,3,13658,10651,8509,9100,10847,15316,11569,11379,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2011,3,15677,9848,8234,9014,10566,14154,11010,11215,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2011,4,15080,11298,9617,9874,12115,20360,13278,13089,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2011,4,19801,11024,9338,9670,11424,15492,12479,12747,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2011,5,14430,12368,10498,10874,14794,25602,16629,15028,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2011,5,21483,16315,11698,10457,12286,16685,14489,14773,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2011,6,17137,14026,12399,12842,15973,25478,17990,16549,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2011,6,27205,14444,12008,12171,13892,17619,15872,16173,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2011,7,18261,14214,14217,14405,17426,27879,21919,18332,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2011,7,28363,17975,15660,13935,15309,19060,17450,18250,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2011,8,20416,16174,13810,15078,18439,28503,21205,19089,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2011,8,31507,17347,13706,14183,16151,19910,18841,18806,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2011,9,16440,14508,11606,12202,15252,25522,19648,16454,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2011,9,25165,18310,12616,11766,13328,17243,15798,16318,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2011,10,14977,11456,10358,10758,13026,21554,14729,13837,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2011,10,21396,11682,10333,10392,12331,16256,13936,13761,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2011,11,14339,10305,9184,11564,11605,15050,10639,11812,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2011,11,16987,9000,8788,10793,10576,12913,11998,11579,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2011,12,9005,11304,10116,9853,10685,13887,10007,10694,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2011,12,10282,11477,9706,9972,10645,12393,9546,10574,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2012,2,10346,11447,7722,8294,9474,13150,8802,9891,4.43,15.20,5.72,Vehicle Length Classification
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2012,2,11829,11473,7477,8102,9575,11836,8285,9797,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2012,3,13199,9404,7822,8234,9696,15518,11035,10701,4.87,16.17,5.51,Vehicle Length Classification
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2012,3,15037,9087,7674,8256,9523,13686,10675,10563,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2012,4,14740,10882,9766,10231,12242,20452,13693,13144,5.06,13.35,4.97,Vehicle Length Classification
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2012,4,20654,10995,9482,10018,11557,15350,12824,12983,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2012,5,14695,12712,10669,10922,14456,26380,16921,15251,5.85,12.51,4.65,Vehicle Length Classification
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2012,5,22970,18140,11972,10552,12356,16583,13890,15209,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2012,6,16334,13280,12069,13044,15747,25985,18527,16427,5.98,11.16,4.72,Vehicle Length Classification
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2012,6,26634,13764,11820,12223,13922,17103,15723,15884,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2012,7,18716,15048,14502,14253,17947,26383,19386,18034,6.24,10.66,4.05,Vehicle Length Classification
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2012,7,30620,16328,14025,13217,15393,18645,17779,18001,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2012,8,19944,15926,13742,14922,18651,29153,20079,18917,6.55,10.70,4.24,Vehicle Length Classification
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2012,8,29351,17614,13573,14168,15558,19072,18271,18230,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2012,9,17094,14152,12664,11813,13840,21696,17783,15577,6.39,11.93,4.66,Vehicle Length Classification
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2012,9,23405,18494,12551,11492,13057,16947,15543,15927,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2012,10,14601,11679,10101,10611,12840,21622,14123,13654,6.55,15.09,6.05,Vehicle Length Classification
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2012,10,20419,11708,10076,10167,11780,15904,13375,13347,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2012,11,13822,10831,9776,12888,11070,15323,11989,12243,5.06,14.04,5.96,Vehicle Length Classification
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2012,11,17147,10333,9950,11132,10183,13251,13637,12233,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2012,12,10107,9120,7710,9645,10150,13402,10555,10098,4.40,14.92,5.45,Vehicle Length Classification
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2012,12,11592,8901,7893,9489,9886,11714,10679,10022,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2013,1,8659,8333,7902,8344,8571,12837,9244,9127,4.75,18.20,6.78,Vehicle Length Classification
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2013,1,10916,8665,8366,7822,8078,10343,8164,8908,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2013,2,10561,10371,8172,8490,9886,14509,10130,10303,4.70,16.00,6.44,Vehicle Length Classification
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2013,2,12535,10243,8066,8220,9677,12463,9355,10080,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2013,3,14227,10337,9265,9262,11247,17099,12600,12005,4.75,13.55,5.15,Vehicle Length Classification
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2013,3,17012,9759,8763,9086,11225,14955,12018,11831,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2013,4,14879,10614,10065,10641,12664,20951,13219,13290,5.27,13.85,5.49,Vehicle Length Classification
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Westbound,2013,4,21002,10633,9693,10312,11758,15401,12372,13024,,,,
S903,"On SR 090 at milepost 63.98 A: AT CABIN CREEK ROAD UXING - CABIN CREEK                     ",Eastbound,2013,5,14782,12795,11077,10980,15172,26405,17702,15559,5.89,12.30,4.52,Vehicle Length Classification
